mean_fit_time,mean_score_time,mean_test_score,param_Vectorizer__max_df,param_Vectorizer__max_features,param_Vectorizer__min_df,param_Vectorizer__ngram_range,params,rank_test_score,split0_test_score,std_fit_time,std_score_time,std_test_score
149.83279705047607,16.922954559326172,0.6415094339622641,0.9,10000,0,"(1, 3)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.9}",38,0.6415094339622641,0.0,0.0,0.0
184.37981271743774,14.286010026931763,0.5217391304347826,0.9,10000,0,"(1, 4)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.9}",53,0.5217391304347826,0.0,0.0,0.0
139.72390127182007,25.124044179916382,0.6666666666666666,0.9,10000,0.05,"(1, 2)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.9}",28,0.6666666666666666,0.0,0.0,0.0
175.32685160636902,20.971998691558838,0.6,0.9,10000,0.05,"(1, 3)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.9}",45,0.6,0.0,0.0,0.0
210.03666734695435,18.137011289596558,0.5581395348837209,0.9,10000,0.05,"(1, 4)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.9}",52,0.5581395348837209,0.0,0.0,0.0
158.4167184829712,16.110820770263672,0.6666666666666667,0.9,10000,0.1,"(1, 2)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.9}",23,0.6666666666666667,0.0,0.0,0.0
178.99276089668274,20.991788864135742,0.7199999999999999,0.9,10000,0.1,"(1, 3)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.9}",5,0.7199999999999999,0.0,0.0,0.0
221.09463548660278,19.105984449386597,0.6666666666666667,0.9,10000,0.1,"(1, 4)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 10000, 'Vectorizer__max_df': 0.9}",23,0.6666666666666667,0.0,0.0,0.0
159.79284763336182,19.821975469589233,0.6666666666666666,0.95,1000,0,"(1, 2)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 0.95}",28,0.6666666666666666,0.0,0.0,0.0
189.43529796600342,18.115577697753906,0.6829268292682927,0.95,1000,0,"(1, 3)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 0.95}",18,0.6829268292682927,0.0,0.0,0.0
209.2192554473877,17.255274534225464,0.6341463414634146,0.95,1000,0,"(1, 4)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 0.95}",39,0.6341463414634146,0.0,0.0,0.0
147.111328125,15.777843475341797,0.6976744186046512,0.95,1000,0.05,"(1, 2)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 0.95}",11,0.6976744186046512,0.0,0.0,0.0
166.23987221717834,16.317797899246216,0.6511627906976745,0.95,1000,0.05,"(1, 3)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 0.95}",36,0.6511627906976745,0.0,0.0,0.0
186.76078987121582,20.399963855743408,0.5853658536585366,0.95,1000,0.05,"(1, 4)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 0.95}",47,0.5853658536585366,0.0,0.0,0.0
133.22386622428894,15.370867490768433,0.7272727272727272,0.95,1000,0.1,"(1, 2)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 0.95}",3,0.7272727272727272,0.0,0.0,0.0
156.15978932380676,15.47703242301941,0.6829268292682927,0.95,1000,0.1,"(1, 3)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 0.95}",18,0.6829268292682927,0.0,0.0,0.0
189.97276759147644,25.58294987678528,0.6666666666666666,0.95,1000,0.1,"(1, 4)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 1000, 'Vectorizer__max_df': 0.95}",28,0.6666666666666666,0.0,0.0,0.0
153.87470293045044,18.55899477005005,0.76,0.95,5000,0,"(1, 2)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 0.95}",1,0.76,0.0,0.0,0.0
189.39275979995728,27.396984100341797,0.6666666666666666,0.95,5000,0,"(1, 3)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 0.95}",28,0.6666666666666666,0.0,0.0,0.0
248.16373682022095,20.918977975845337,0.7083333333333334,0.95,5000,0,"(1, 4)","{'Vectorizer__min_df': 0, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 0.95}",10,0.7083333333333334,0.0,0.0,0.0
189.6128180027008,16.58200216293335,0.6938775510204083,0.95,5000,0.05,"(1, 2)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 0.95}",12,0.6938775510204083,0.0,0.0,0.0
217.368750333786,19.700003385543823,0.6122448979591836,0.95,5000,0.05,"(1, 3)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 3), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 0.95}",43,0.6122448979591836,0.0,0.0,0.0
242.8145399093628,21.88898992538452,0.5833333333333334,0.95,5000,0.05,"(1, 4)","{'Vectorizer__min_df': 0.05, 'Vectorizer__ngram_range': (1, 4), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 0.95}",49,0.5833333333333334,0.0,0.0,0.0
168.07985830307007,18.370944499969482,0.6530612244897959,0.95,5000,0.1,"(1, 2)","{'Vectorizer__min_df': 0.1, 'Vectorizer__ngram_range': (1, 2), 'Vectorizer__max_features': 5000, 'Vectorizer__max_df': 0.95}",34,0.6530612244897959,0.0,0.0,0.0
