mean_fit_time,mean_score_time,mean_test_score,param_Vectorizer__max_df,param_Vectorizer__max_features,param_Vectorizer__min_df,param_Vectorizer__ngram_range,params,rank_test_score,split0_test_score,std_fit_time,std_score_time,std_test_score
161.82894611358643,14.01601243019104,0.8333333333333334,0.95,10000,0.1,"(1, 4)","{'Vectorizer__max_df': 0.95, 'Vectorizer__min_df': 0.1, 'Vectorizer__max_features': 10000, 'Vectorizer__ngram_range': (1, 4)}",16,0.8333333333333334,0.0,0.0,0.0
105.74289178848267,12.841599702835083,0.7333333333333333,1,1000,0,"(1, 2)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0, 'Vectorizer__max_features': 1000, 'Vectorizer__ngram_range': (1, 2)}",55,0.7333333333333333,0.0,0.0,0.0
123.52696585655212,13.994925737380981,0.7333333333333333,1,1000,0,"(1, 3)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0, 'Vectorizer__max_features': 1000, 'Vectorizer__ngram_range': (1, 3)}",55,0.7333333333333333,0.0,0.0,0.0
145.43797159194946,15.214965105056763,0.7333333333333333,1,1000,0,"(1, 4)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0, 'Vectorizer__max_features': 1000, 'Vectorizer__ngram_range': (1, 4)}",55,0.7333333333333333,0.0,0.0,0.0
102.68920636177063,0.0,,1,1000,0.05,"(1, 2)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.05, 'Vectorizer__max_features': 1000, 'Vectorizer__ngram_range': (1, 2)}",76,,0.0,0.0,
119.90896463394165,0.0,,1,1000,0.05,"(1, 3)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.05, 'Vectorizer__max_features': 1000, 'Vectorizer__ngram_range': (1, 3)}",77,,0.0,0.0,
138.28392624855042,0.0,,1,1000,0.05,"(1, 4)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.05, 'Vectorizer__max_features': 1000, 'Vectorizer__ngram_range': (1, 4)}",80,,0.0,0.0,
104.28986287117004,0.0,,1,1000,0.1,"(1, 2)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.1, 'Vectorizer__max_features': 1000, 'Vectorizer__ngram_range': (1, 2)}",64,,0.0,0.0,
119.21289372444153,0.0,,1,1000,0.1,"(1, 3)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.1, 'Vectorizer__max_features': 1000, 'Vectorizer__ngram_range': (1, 3)}",79,,0.0,0.0,
137.80081605911255,0.0,,1,1000,0.1,"(1, 4)","{'Vectorizer__max_df': 1, 'Vectorizer__min_df': 0.1, 'Vectorizer__max_features': 1000, 'Vectorizer__ngram_range': (1, 4)}",78,,0.0,0.0,
