doc,score,word,importance
22,-0.04059274558534198,although,0.04059274558534198
22,-0.024349305900807992,consistent,0.024349305900807992
23,-0.051724975966711106,remanded,0.051724975966711106
23,-0.047640512071041925,remand,0.047640512071041925
23,0.03687516025838242,Petitioner,0.03687516025838242
23,-0.036122652717160524,Respondent,0.036122652717160524
23,0.014014233217271166,petitioner,0.014014233217271166
23,-0.011306732066222815,responded,0.011306732066222815
23,0.010317825295914003,use,0.010317825295914003
23,-0.010299724354324778,Although,0.010299724354324778
23,0.009057278375853517,limits,0.009057278375853517
23,-0.006750581519527829,w,0.006750581519527829
24,-0.27455268012240813,responded,0.27455268012240813
24,0.2314108029836949,Petitioner,0.2314108029836949
24,0.21500785091481558,petitioner,0.21500785091481558
24,0.1532521078888503,limited,0.1532521078888503
24,0.10736198984790926,appears,0.10736198984790926
24,0.1045290198794999,jury,0.1045290198794999
24,0.0978247594107196,neither,0.0978247594107196
24,-0.026992433719438116,presented,0.026992433719438116
24,0.0055306100927148116,way,0.0055306100927148116
24,0.0035489714301776385,closing,0.0035489714301776385
25,-0.30674622075924,remanded,0.30674622075924
25,-0.2962266300269017,Respondent,0.2962266300269017
25,0.0887321790119734,Petitioner,0.0887321790119734
25,0.0500404623690963,petitioner,0.0500404623690963
25,0.025089699944451205,Brief,0.025089699944451205
25,0.02485615850357573,appears,0.02485615850357573
25,0.0217277640941667,entitled,0.0217277640941667
25,-0.014099466165224974,32a,0.014099466165224974
25,-0.009668282672971144,messengers,0.009668282672971144
25,-0.008653906001209685,think,0.008653906001209685
26,-0.20609311691571322,remand,0.20609311691571322
26,-0.20003267588921414,remanded,0.20003267588921414
26,0.0766462387977038,Petitioner,0.0766462387977038
26,-0.0760304536009864,Respondent,0.0760304536009864
26,0.06392495496232672,petitioners,0.06392495496232672
26,0.034680151917827404,empowered,0.034680151917827404
26,-0.03250078180995985,Act,0.03250078180995985
26,-0.032430493536822154,Superintendent,0.032430493536822154
26,0.029869107559705805,Regents,0.029869107559705805
26,-0.022890794836342224,proceeded,0.022890794836342224
27,-0.0955331881494993,Respondents,0.0955331881494993
27,-0.09132051728788906,respondents,0.09132051728788906
27,0.025941704935603167,3d,0.025941704935603167
27,0.019674250950681642,attempt,0.019674250950681642
27,-0.016433420342957826,proceedings,0.016433420342957826
27,0.016122312446935752,reduce,0.016122312446935752
27,-0.011065679378300579,USCS,0.011065679378300579
27,-0.006329153696032007,made,0.006329153696032007
27,-0.006070152519407903,personal,0.006070152519407903
27,-0.005254497638547306,way,0.005254497638547306
28,-0.04689079974876857,proceedings,0.04689079974876857
28,-0.023763790806863513,Respondent,0.023763790806863513
28,0.010099905847853682,case,0.010099905847853682
28,0.009623708724518908,Post,0.009623708724518908
28,-0.009592814446399577,respondent,0.009592814446399577
28,0.00886383417541114,Petitioner,0.00886383417541114
28,0.006621896041223215,establishments,0.006621896041223215
28,-0.004503419529227897,remand,0.004503419529227897
28,-0.0038798579780825186,remanded,0.0038798579780825186
28,-0.0005462973845713771,Service,0.0005462973845713771
29,-0.0958725654499606,remanded,0.0958725654499606
29,-0.057707963057507375,Respondent,0.057707963057507375
29,0.025617364046237198,appears,0.025617364046237198
29,-0.023518003875201726,respondent,0.023518003875201726
29,0.019547471430671187,text,0.019547471430671187
29,-0.017425865696520566,Tr,0.017425865696520566
29,-0.006060414435686418,5,0.006060414435686418
29,-0.002509195262283296,ways,0.002509195262283296
29,-0.0008558409765220823,485,0.0008558409765220823
29,-0.000514445817656333,consistently,0.000514445817656333
30,0.1880174672047246,Petitioner,0.1880174672047246
30,0.13422285865569716,limitation,0.13422285865569716
30,0.1161699403666216,petitioner,0.1161699403666216
30,0.047946286815176264,among,0.047946286815176264
30,0.04463115041707905,considered,0.04463115041707905
30,0.03834909846084485,unless,0.03834909846084485
30,-0.009308556808630308,F,0.009308556808630308
30,-0.007557751744314304,Respondent,0.007557751744314304
30,-0.0032381308504751826,ways,0.0032381308504751826
30,0.0031928455382802066,a,0.0031928455382802066
31,-0.27441366403904954,Respondents,0.27441366403904954
31,0.13194336161363462,Circuit,0.13194336161363462
31,0.12594654020364945,Petitioners,0.12594654020364945
31,0.12245988125550407,risk,0.12245988125550407
31,0.12162399479484168,Among,0.12162399479484168
31,0.11758643521203577,attempt,0.11758643521203577
31,0.10228280612185499,speech,0.10228280612185499
31,0.09503569311265977,neither,0.09503569311265977
31,-0.019758753471709054,much,0.019758753471709054
31,-0.014053601676302433,respondents,0.014053601676302433
32,-0.12198362529630145,respondents,0.12198362529630145
32,0.10940655149376732,petitioners,0.10940655149376732
32,-0.06653082716268795,Tr,0.06653082716268795
32,-0.06300504677364072,Respondents,0.06300504677364072
32,0.03697331275053395,price,0.03697331275053395
32,0.03217155498586319,cost,0.03217155498586319
32,0.03169109318272607,failed,0.03169109318272607
32,0.028197431514155668,pricing,0.028197431514155668
32,-0.014991389104127667,persons,0.014991389104127667
32,-0.012641495135380902,F,0.012641495135380902
33,-0.5099767369287179,remanded,0.5099767369287179
33,-0.2518839552454546,Respondent,0.2518839552454546
33,0.12988297772686994,Petitioner,0.12988297772686994
33,0.06300278110234331,habeas,0.06300278110234331
33,0.05479640936773601,petitioner,0.05479640936773601
33,0.05310750665829622,standard,0.05310750665829622
33,0.04901239869088331,formulated,0.04901239869088331
33,-0.0368895917467784,Brief,0.0368895917467784
33,-0.012522346458292968,person,0.012522346458292968
33,0.0023438485595761002,Circuit,0.0023438485595761002
34,-0.04812897574717448,remanded,0.04812897574717448
34,-0.0414698569205096,remand,0.0414698569205096
34,-0.035810511808732244,respondent,0.035810511808732244
34,0.02636572827826413,petitioners,0.02636572827826413
34,-0.015612870661087396,Respondent,0.015612870661087396
34,0.012817110094928634,see,0.012817110094928634
34,-0.010426331997706977,respond,0.010426331997706977
34,-0.00951462719743026,made,0.00951462719743026
34,-0.0050913415245289195,consists,0.0050913415245289195
34,-0.0038379896271033627,76,0.0038379896271033627
35,-0.5370037595984831,remanded,0.5370037595984831
35,0.20375317838138657,Petitioner,0.20375317838138657
35,0.1067289648387467,post,0.1067289648387467
35,0.09590954645462374,SCSPA,0.09590954645462374
35,-0.09014757646835031,Respondent,0.09014757646835031
35,0.08196511844833079,proceedings,0.08196511844833079
35,0.07825979163762847,Circuit,0.07825979163762847
35,-0.05271814069738965,respondent,0.05271814069738965
35,0.04349056945804162,risk,0.04349056945804162
35,-0.016562568523876584,proceeding,0.016562568523876584
36,-0.12402374713684336,remanded,0.12402374713684336
36,-0.12077499757475248,remand,0.12077499757475248
36,0.05181520390624691,petitioner,0.05181520390624691
36,-0.04563417827399512,46,0.04563417827399512
36,-0.03975225793211584,consistent,0.03975225793211584
36,-0.037407197412058876,Respondent,0.037407197412058876
36,0.03643080097627332,Petitioner,0.03643080097627332
36,0.025090651399148116,CA9,0.025090651399148116
36,0.02066572230671059,post,0.02066572230671059
36,0.016425058119117333,establishes,0.016425058119117333
37,-0.12146809612175863,Respondent,0.12146809612175863
37,-0.09197757526845747,remanded,0.09197757526845747
37,-0.08938993455550548,remand,0.08938993455550548
37,0.07294546611409976,Petitioner,0.07294546611409976
37,0.027186358877995774,Brief,0.027186358877995774
37,0.016917623804518396,Oklahoma,0.016917623804518396
37,-0.013839260395247178,sums,0.013839260395247178
37,-0.01371205715268232,essential,0.01371205715268232
37,-0.009193927757177905,associate,0.009193927757177905
37,-0.0072335281981207155,marshal,0.0072335281981207155
38,0.05837041130415905,Petitioner,0.05837041130415905
38,-0.039812851563409905,Respondent,0.039812851563409905
38,-0.03796721171950602,remanded,0.03796721171950602
38,-0.03609661720595053,remand,0.03609661720595053
38,-0.035067917273737835,Remand,0.035067917273737835
38,-0.027147339465432605,proceedings,0.027147339465432605
38,-0.02475045340829582,respondent,0.02475045340829582
38,0.021335595264121578,petitioner,0.021335595264121578
38,-0.019483354331403954,proceed,0.019483354331403954
38,0.019362136084555524,text,0.019362136084555524
39,0.23115201204921287,Petitioner,0.23115201204921287
39,-0.18654511254086,Respondent,0.18654511254086
